HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	NCBI Gene ID	Ensembl gene ID
HGNC:56461	ABRAXAS1P1	ABRAXAS1 pseudogene 1	Approved			3q12.2		NG_025605	100421580	ENSG00000213431
HGNC:56462	ABRAXAS1P2	ABRAXAS1 pseudogene 2	Approved			8p22		NG_022380	100133073	ENSG00000253384
HGNC:28975	ABRAXAS2	abraxas 2, BRISC complex subunit	Approved	KIAA0157, FAM175B	Em:AC068896.4, ABRO1	10q26.13	D63877	NM_032182	23172	ENSG00000165660
HGNC:17369	ABT1	activator of basal transcription 1	Approved		Esf2	6p22.2	AB027258		29777	ENSG00000146109
HGNC:39557	ABT1P1	activator of basal transcription 1 pseudogene 1	Approved			4q23		NG_025142	100420695	ENSG00000250496
HGNC:18275	ABTB1	ankyrin repeat and BTB domain containing 1	Approved		BPOZ, EF1ABP, Btb3, BTBD21, BPOZ-2	3q21.3	AB053324	NM_172027	80325	ENSG00000114626
HGNC:23842	ABTB2	ankyrin repeat and BTB domain containing 2	Approved		DKFZP586C1619, BTBD22, ABTB2A	11p13	AK056863	NM_145804	25841	ENSG00000166016
HGNC:23844	ABTB3	ankyrin repeat and BTB domain containing 3	Approved	BTBD11	FLJ33957, ABTB2B	12q23.3	AK091276	NM_152322	121551	ENSG00000151136
HGNC:82	ACAA1	acetyl-CoA acyltransferase 1	Approved		Lnc-Myd88	3p22.2	X14813	NM_001607	30	ENSG00000060971
HGNC:83	ACAA2	acetyl-CoA acyltransferase 2	Approved		DSAEC	18q21.1	D16294	NM_006111	10449	ENSG00000167315
HGNC:55880	ACAA2P1	ACAA2 pseudogene 1	Approved			Xp11.23			100420869	ENSG00000233585
HGNC:84	ACACA	acetyl-CoA carboxylase alpha	Approved	ACAC, ACC	ACC1, ACC-alpha, ACCA, ACCalpha, ACACalpha, Acac1, hACC1	17q12	U19822	NM_198836	31	ENSG00000278540
HGNC:85	ACACB	acetyl-CoA carboxylase beta	Approved		HACC275, ACC2, ACCB, ACC-beta, ACCbeta, ACACbeta	12q24.11	U89344	NM_001093	32	ENSG00000076555
HGNC:86	ACAD	acyl-Coenzyme A dehydrogenase, multiple (chr X)	Entry Withdrawn							
HGNC:87	ACAD8	acyl-CoA dehydrogenase family member 8	Approved			11q25	AF126245	NM_014384	27034	ENSG00000151498
HGNC:21497	ACAD9	acyl-CoA dehydrogenase family member 9	Approved		NPD002, MGC14452	3q21.3	AF078854	NM_014049	28976	ENSG00000177646
HGNC:56086	ACAD9-DT	ACAD9 divergent transcript	Approved			3q21.3			123706524	ENSG00000287110
HGNC:21597	ACAD10	acyl-CoA dehydrogenase family member 10	Approved		MGC5601	12q24.12	AY323912	NM_025247	80724	ENSG00000111271
HGNC:30211	ACAD11	acyl-CoA dehydrogenase family member 11	Approved		FLJ12592	3q22.1	BC019607	NM_032169	84129	ENSG00000240303
HGNC:88	ACADL	acyl-CoA dehydrogenase long chain	Approved		LCAD, ACAD4	2q34	M74096	NM_001608	33	ENSG00000115361
HGNC:89	ACADM	acyl-CoA dehydrogenase medium chain	Approved		MCAD, MCADH, ACAD1	1p31.1	M16827		34	ENSG00000117054
HGNC:90	ACADS	acyl-CoA dehydrogenase short chain	Approved		SCAD, ACAD3	12q24.31	M26393	NM_000017	35	ENSG00000122971
HGNC:91	ACADSB	acyl-CoA dehydrogenase short/branched chain	Approved		SBCAD, ACAD7	10q26.13	U12778	NM_001609	36	ENSG00000196177
HGNC:92	ACADVL	acyl-CoA dehydrogenase very long chain	Approved		VLCAD, LCACD, ACAD6	17p13.1	BC012912	NM_000018	37	ENSG00000072778
HGNC:319	ACAN	aggrecan	Approved	MSK16, CSPG1, AGC1	CSPGCP	15q26.1	M55172	NM_001135	176	ENSG00000157766
HGNC:16467	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	Approved	CENTB1	KIAA0050	17p13.1	D30758	NM_014716	9744	ENSG00000072818
HGNC:16469	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	Approved	CENTB2	KIAA0041, CNT-B2	3q29		NM_012287	23527	ENSG00000114331
HGNC:41426	ACAP2-IT1	ACAP2 intronic transcript 1	Approved			3q29				ENSG00000229325
HGNC:16754	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	Approved	CENTB5	KIAA1716	1p36.33	AF411981	NM_030649	116983	ENSG00000131584
HGNC:93	ACAT1	acetyl-CoA acetyltransferase 1	Approved	ACAT	THIL	11q22.3	D90228	NM_000019	38	ENSG00000075239
HGNC:94	ACAT2	acetyl-CoA acetyltransferase 2	Approved			6q25.3	AF356877	NM_005891	39	ENSG00000120437
HGNC:15453	ACBD3	acyl-CoA binding domain containing 3	Approved	GOLPH1, GOCAP1	GCP60, PAP7	1q42.12	AB043587	NM_022735	64746	ENSG00000182827
HGNC:40701	ACBD3-AS1	ACBD3 antisense RNA 1	Approved		RP11-275I14.4	1q42.12	AW511419	NR_146443	107985353	ENSG00000234478
HGNC:23337	ACBD4	acyl-CoA binding domain containing 4	Approved		FLJ13322	17q21.31	BC029164	NM_024722	79777	ENSG00000181513
HGNC:23338	ACBD5	acyl-CoA binding domain containing 5	Approved		DKFZp434A2417, KIAA1996	10p12.1	AF505653	NM_145698	91452	ENSG00000107897
HGNC:23339	ACBD6	acyl-CoA binding domain containing 6	Approved		MGC2404	1q25.2-q25.3	BC006505	NM_032360	84320	ENSG00000230124
HGNC:17715	ACBD7	acyl-CoA binding domain containing 7	Approved		FLJ38219, bA455B2.2	10p13	AK095538		414149	ENSG00000176244
HGNC:58659	ACBD7P1	ACBD7 pseudogene 1	Approved			9q31.2			100128086	ENSG00000225531
HGNC:96	ACBP	symbol withdrawn, see [HGNC:2313](/data/gene-symbol-report/#!/hgnc_id/HGNC:2313)	Symbol Withdrawn							
HGNC:97	ACC	symbol withdrawn, see [HGNC:84](/data/gene-symbol-report/#!/hgnc_id/HGNC:84)	Symbol Withdrawn							
HGNC:98	ACCN	symbol withdrawn, see [HGNC:99](/data/gene-symbol-report/#!/hgnc_id/HGNC:99)	Symbol Withdrawn							
HGNC:14594	ACCPN	symbol withdrawn, see [HGNC:10914](/data/gene-symbol-report/#!/hgnc_id/HGNC:10914)	Symbol Withdrawn			15q13-q15				
HGNC:23989	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	Approved		PHACS, ACS	11p11.2	AY026508	NM_032592	84680	ENSG00000110455
HGNC:34391	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	Approved			11p11.2		NM_001031854	390110	ENSG00000205126
HGNC:56899	ACCSLP1	ACCSL pseudogene 1	Approved			6p24.3		NG_025783	100422646	ENSG00000230570
HGNC:25070	ACD	ACD shelterin complex subunit and telomerase recruitment factor	Approved		Ptop, Pip1, Tpp1, Tint1	16q22.1	AF070535	NM_022914	65057	ENSG00000102977
HGNC:2707	ACE	angiotensin I converting enzyme	Approved	DCP1	ACE1, CD143	17q23.3	J04144	NM_000789	1636	ENSG00000159640
HGNC:13557	ACE2	angiotensin converting enzyme 2	Approved		ACEH	Xp22.2	AF291820		59272	ENSG00000130234
HGNC:56255	ACE2-DT	ACE2 divergent transcript	Approved		GS1-594A7.3	Xp22.2		NR_126564	104798195	ENSG00000225833
HGNC:44365	ACE3P	angiotensin I converting enzyme 3, pseudogene	Approved			17q23.3			100129123	ENSG00000224353
HGNC:18356	ACER1	alkaline ceramidase 1	Approved	ASAH3		19p13.3	AF347024	NM_133492	125981	ENSG00000167769
HGNC:23675	ACER2	alkaline ceramidase 2	Approved	ASAH3L	FLJ41587, ALKCDase2	9p22.1	AK123581	NM_001010887	340485	ENSG00000177076
HGNC:54674	ACER2P1	ACER2 pseudogene 1	Approved			2q33.3		NG_030142	645978	ENSG00000180105
HGNC:16066	ACER3	alkaline ceramidase 3	Approved	PHCA	FLJ11238, APHC	11q13.5	AF214454	NM_018367	55331	ENSG00000078124
HGNC:58067	ACER3-AS1	ACER antisense RNA 1	Approved			11q13.5			124902721	ENSG00000254988
HGNC:106	ACH	symbol withdrawn, see [HGNC:3690](/data/gene-symbol-report/#!/hgnc_id/HGNC:3690)	Symbol Withdrawn							
HGNC:107	ACHAP	symbol withdrawn, see [HGNC:21101](/data/gene-symbol-report/#!/hgnc_id/HGNC:21101)	Symbol Withdrawn			reserved				
HGNC:108	ACHE	acetylcholinesterase (Yt blood group)	Approved	YT		7q22.1		NM_015831	43	ENSG00000087085
HGNC:109	ACHM1	symbol withdrawn, see [HGNC:2153](/data/gene-symbol-report/#!/hgnc_id/HGNC:2153)	Symbol Withdrawn	RMCH		14				
HGNC:110	ACHM2	symbol withdrawn, see [HGNC:2150](/data/gene-symbol-report/#!/hgnc_id/HGNC:2150)	Symbol Withdrawn							
HGNC:111	ACHM3	symbol withdrawn, see [HGNC:2153](/data/gene-symbol-report/#!/hgnc_id/HGNC:2153)	Symbol Withdrawn			8q22.1-q22.2				
HGNC:112	ACHRD	symbol withdrawn, see [HGNC:1965](/data/gene-symbol-report/#!/hgnc_id/HGNC:1965)	Symbol Withdrawn							
HGNC:113	ACHRG	symbol withdrawn, see [HGNC:1967](/data/gene-symbol-report/#!/hgnc_id/HGNC:1967)	Symbol Withdrawn							
HGNC:17066	ACIN1	apoptotic chromatin condensation inducer 1	Approved	ACINUS	KIAA0670, fSAP152	14q11.2	AB014570	NM_014977	22985	ENSG00000100813
HGNC:4035	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	Approved	FY, DARC	CCBP1, GPD, Dfy, CD234	1q23.2	U01839	NM_002036	2532	ENSG00000213088
HGNC:1565	ACKR2	atypical chemokine receptor 2	Approved	CMKBR9, CCBP2	CCR10, D6, CCR9	3p22.1	U94888	NM_001296	1238	ENSG00000144648
HGNC:23692	ACKR3	atypical chemokine receptor 3	Approved	CMKOR1, CXCR7	RDC1, GPR159	2q37.3	BC008459	NM_020311	57007	ENSG00000144476
HGNC:1611	ACKR4	atypical chemokine receptor 4	Approved	CCRL1	CCR11, CCBP2, VSHK1, CCX-CKR, PPR1	3q22.1	AF110640	NM_016557	51554	ENSG00000129048
HGNC:21142	ACKR4P1	ACKR4 pseudogene 1	Approved	CCRL1P, CCRL1P1	dJ509I19.4	6q24.1		XM_208346	285737	ENSG00000225415
HGNC:13708	ACKR5	atypical chemokine receptor 5	Approved	ADMR, GPR182	hrhAMR, G10D, AM-R	12q13.3	Y13583	NM_007264	11318	ENSG00000166856
HGNC:114	ACLS	acrocallosal syndrome	Entry Withdrawn			12p13.3-p11.2				
HGNC:115	ACLY	ATP citrate lyase	Approved		ATPCL, CLATP, ACL	17q21.2	X64330	NM_001096	47	ENSG00000131473
HGNC:116	ACMG	acromegaly	Entry Withdrawn							
HGNC:19288	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Approved			2q21.3	AB071418		130013	ENSG00000153086
HGNC:34504	ACNATP	acyl-CoA:amino acid N-acyltransferase, pseudogene	Approved	BAATP1		9q31.1			347275	ENSG00000227411
HGNC:117	ACO1	aconitase 1	Approved	IREB1	IRP1, IREBP	9p21.1	M58510	NM_002197	48	ENSG00000122729
HGNC:118	ACO2	aconitase 2	Approved		ACONM	22q13.2	AH006514	NM_001098	50	ENSG00000100412
HGNC:56989	ACO2P1	ACO2 pseudogene 1	Approved			22q12.3		NG_022871	441996	ENSG00000235485
HGNC:56990	ACO2P2	ACO2 pseudogene 2	Approved			1q42.3		NG_029282	343508	ENSG00000235371
HGNC:33904	ACOD1	aconitate decarboxylase 1	Approved	IRG1	CAD	13q22.3		NM_001258406	730249	ENSG00000102794
HGNC:33128	ACOT1	acyl-CoA thioesterase 1	Approved		ACH2, CTE-1, LACH2	14q24.3	DQ082754	NM_001037161	641371	ENSG00000184227
HGNC:18431	ACOT2	acyl-CoA thioesterase 2	Approved		Mte1, ZAP128	14q24.3	AY005822, AK001939	NM_006821	10965	ENSG00000119673
HGNC:19748	ACOT4	acyl-CoA thioesterase 4	Approved		FLJ31235, PTE-Ib, PTE2B	14q24.3	BC031799	NM_152331	122970	ENSG00000177465
HGNC:58578	ACOT4P1	ACOT4 pseudogene 1	Approved			19q13.12			644189	ENSG00000267142
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	Approved	C14orf42		14q24.3	DQ082756, BF109853	NM_001037162	641372	ENSG00000205669
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36.31	AB074417	NM_007274	11332	ENSG00000097021
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	20q13.12	AF014404	NM_183386	10005	ENSG00000101473
HGNC:17152	ACOT9	acyl-CoA thioesterase 9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	NM_012332	23597	ENSG00000123130
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	NM_015547	26027	ENSG00000162390
HGNC:24436	ACOT12	acyl-CoA thioesterase 12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	NM_130767	134526	ENSG00000172497
HGNC:59089	ACOT12-DT	ACOT12 divergent transcript	Approved			5q14.1				ENSG00000300735
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	6p22.3	AF220186	NM_018473	55856	ENSG00000112304
HGNC:119	ACOX1	acyl-CoA oxidase 1	Approved		PALMCOX	17q25.1	U03254		51	ENSG00000161533
HGNC:120	ACOX2	acyl-CoA oxidase 2	Approved		BRCACOX, BRCOX, THCCox	3p14.3	X95190	NM_003500	8309	ENSG00000168306
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl	Approved			4p16.1	Y11411		8310	ENSG00000087008
HGNC:25621	ACOXL	acyl-CoA oxidase like	Approved		FLJ11042, ACOX4	2q13		NM_018308	55289	ENSG00000153093
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1	Approved			2q13		NR_122074	400997	ENSG00000204581
HGNC:122	ACP1	acid phosphatase 1	Approved		HAAP, LMW-PTP, LMWPTP	2p25.3	M87546	NM_004300	52	ENSG00000143727
HGNC:123	ACP2	acid phosphatase 2, lysosomal	Approved		LAP	11p11.2	X15525	NM_001610	53	ENSG00000134575
HGNC:125	ACP3	acid phosphatase 3	Approved	ACPP	ACP-3, PAP, TM-PAP	3q22.1		NM_001099	55	ENSG00000014257
HGNC:14376	ACP4	acid phosphatase 4	Approved	ACPT		19q13.33	AF321918	NM_033068	93650	ENSG00000142513
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant	Approved		TRAP, HPAP, TRAcP	19p13.2	X14618		54	ENSG00000102575
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic	Approved		LPAP, ACPL1	1q21.2	BC009965	NM_016361	51205	ENSG00000162836
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)	Approved		FLJ16165, PAPL1, PAPL	19q13.2		NM_001004318	390928	ENSG00000183760
HGNC:126	ACR	acrosin	Approved			22q13.33	CR456366	NM_001097	49	ENSG00000100312
HGNC:17195	ACRBP	acrosin binding protein	Approved		SP32, OY-TES-1, CT23	12p13.31	AB051833	NM_032489	84519	ENSG00000111644
HGNC:54745	ACRP1	ACR pseudogene 1	Approved			2q14.1		NG_021518	645529	ENSG00000175509
HGNC:127	ACRV1	acrosomal vesicle protein 1	Approved		SPACA2, SP-10, D11S4365	11q24.2	AK223335	NM_001612	56	ENSG00000134940
HGNC:128	ACS3	symbol withdrawn, see [HGNC:12428](/data/gene-symbol-report/#!/hgnc_id/HGNC:12428)	Symbol Withdrawn							
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	AB014531	NM_015162	23205	ENSG00000103740
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		NM_030924	81616	ENSG00000130377
HGNC:59199	ACSBG3P	acyl-CoA synthetase bubblegum family member 3, pseudogene	Approved			19p13.3				ENSG00000284490
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	NM_025149	80221	ENSG00000167107
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved			16q24.3	AK075499	NM_174917	197322	ENSG00000176715
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	NM_001995	2180	ENSG00000151726
HGNC:58916	ACSL1-DT	ACSL1 divergent transcript	Approved			4q35.1			105377587	ENSG00000286256
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	Approved	FACL3	ACS3, PRO2194	2q36.1	D89053	NM_004457	2181	ENSG00000123983
HGNC:40227	ACSL3-AS1	ACSL3 antisense RNA 1	Approved			2q36.1	DB074600		105373904	ENSG00000234193
HGNC:56529	ACSL3P1	ACSL3 pseudogene 1	Approved			3q22.1		NG_025745	100421637	ENSG00000244062
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	BC034959	NM_004458	2182	ENSG00000068366
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	NM_016234	51703	ENSG00000197142
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	AB020644	NM_015256	23305	ENSG00000164398
HGNC:40772	ACSL6-AS1	ACSL6 antisense RNA 1	Approved			5q31.1			101927693	ENSG00000223548
HGNC:40773	ACSL6-AS2	ACSL6 antisense RNA 2	Approved			5q31.1			124901062	ENSG00000231585
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	Approved	BUCS1	MACS1	16p12.3	AB059429	NM_052956	116285	ENSG00000166743
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	NM_001308172	123876	ENSG00000183747
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	NM_182617	348158	ENSG00000066813
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	Approved	SAH	SA	16p12.3	D16350	NM_005622	6296	ENSG00000005187
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4	Approved			12p13.31		NM_001080454	341392	ENSG00000215009
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5	Approved		FLJ20581	16p12.3		NM_017888	54988	ENSG00000183549
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1	Approved			16p12.3		NG_026352	100421779	ENSG00000260762
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	Approved	C10orf129	bA310E22.3	10q23.33		NM_207321	142827	ENSG00000173124
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		NM_032501	84532	ENSG00000154930
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	NM_018677	55902	ENSG00000131069
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3	Approved		FLJ21963	12q21.31		NM_024560	79611	ENSG00000111058
HGNC:58286	ACSS3-AS1	ACSS3 antisense RNA 1	Approved			12q21.31			107984535	ENSG00000258026
HGNC:129	ACTA1	actin alpha 1, skeletal muscle	Approved	ACTA	NEM3	1q42.13	J00068	NM_001100	58	ENSG00000143632
HGNC:130	ACTA2	actin alpha 2, smooth muscle	Approved		ACTSA	10q23.31	X13839	NM_001613	59	ENSG00000107796
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	Approved		uc001kfo.1, ZXF1, UC001kfo	10q23.31	AK093340, AX748062	NR_125373	100132116	ENSG00000180139
HGNC:131	ACTA3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)	Symbol Withdrawn							
HGNC:132	ACTB	actin beta	Approved			7p22.1	M28424	NM_001101	60	ENSG00000075624
HGNC:17780	ACTBL2	actin beta like 2	Approved		DKFZp686D0972	5q11.2		NM_001017992	345651	ENSG00000169067
HGNC:134	ACTBP1	ACTB pseudogene 1	Approved			Xp11.3		NG_022596	643309	ENSG00000229145
HGNC:135	ACTBP2	ACTB pseudogene 2	Approved			5q14.1		NG_003019	62	ENSG00000213763
HGNC:136	ACTBP3	ACTB pseudogene 3	Approved			18q21.33			63	
HGNC:137	ACTBP4	ACTB pseudogene 4	Approved			5q31.1			64	ENSG00000286676
HGNC:138	ACTBP5	actin, beta pseudogene 5	Entry Withdrawn			7q36.1				
HGNC:139	ACTBP6	ACTB pseudogene 6	Approved			8q21.2		NG_008793	66	ENSG00000203413
HGNC:140	ACTBP7	ACTB pseudogene 7	Approved			15q15.3	V00479		67	ENSG00000185607
HGNC:141	ACTBP8	ACTB pseudogene 8	Approved		ACTBP2	6q15	V00481	NG_000840	68	ENSG00000220267
HGNC:142	ACTBP9	ACTB pseudogene 9	Approved			18q21.33	D50604	NG_003162	69	ENSG00000266920
HGNC:31819	ACTBP10	ACTB pseudogene 10	Approved			14q11.2			446207	
HGNC:33971	ACTBP11	ACTB pseudogene 11	Approved			1q41			644220	ENSG00000188460
HGNC:150	ACTBP12	ACTB pseudogene 12	Approved	ACTGP5		1p22.1		NG_026958	100462767	ENSG00000233125
HGNC:45086	ACTBP14	ACTB pseudogene 14	Approved			10q22.1		NG_022182	389976	ENSG00000229001
HGNC:55065	ACTBP15	ACTB pseudogene 15	Approved			22q13.2			391334	ENSG00000213857
HGNC:56590	ACTBP16	ACTB pseudogene 16	Approved			3q26.33		NG_022284	100132223	ENSG00000241473
HGNC:143	ACTC1	actin alpha cardiac muscle 1	Approved	ACTC	CMD1R	15q14	BC009978	NM_005159	70	ENSG00000159251
HGNC:51491	ACTE1P	actin epsilon 1, pseudogene	Approved			11q13.4			399923	ENSG00000172900
HGNC:144	ACTG1	actin gamma 1	Approved	ACTG, DFNA20, DFNA26		17q25.3		NM_001614	71	ENSG00000184009
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	Approved	ACTGP1, ACT1GP1		3q23	D50658	NG_001068	73	ENSG00000178631
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	Approved	ACTL2, ACTGP2		Yq11.222		NG_004636	74	ENSG00000229129
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	Approved	ACTGP3		20p13	AF196978	NG_000842	75	ENSG00000215388
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	Approved	ACTGP4		1p21.1			648740	ENSG00000236085
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	Approved	ACTGP6		1p21			78	
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	Approved	ACTGP7		1p21			79	
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	Approved	ACTGP8		1p21			80	
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	Approved	ACTGP9		6p12.3	D50659	NG_001069	82	ENSG00000229349
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	Approved	ACTL1, ACTGP10		Xp11.22	AL139396	NG_003039	83	ENSG00000231340
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	Approved			Yq11.222		NG_004636	414754	ENSG00000229465
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	Approved			3p25.2			100418921	ENSG00000226642
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	Approved			3q12.1			100418920	ENSG00000241305
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved			9p24.1		NG_023870	100418910	ENSG00000230581
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved			15q14			100418951	ENSG00000259904
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved			16q12.1			100418960	ENSG00000260298
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved			15q25.2			283693	ENSG00000259315
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved			6q16.3			100418924	ENSG00000218475
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved			9q31.1			644160	ENSG00000237999
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved			1p36.11			644961	ENSG00000241547
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved			1p31.1			100131291	ENSG00000232672
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved			2p16.1			100131953	ENSG00000271615
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved			3q26.31			442097	ENSG00000230362
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved	POTENP		17p11.2			441783	ENSG00000226359
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	Approved		AGPG	1q32.1		NR_002929	148709	ENSG00000234996
HGNC:145	ACTG2	actin gamma 2, smooth muscle	Approved	ACTL3, ACTA3	ACTSG	2p13.1		NM_001615	72	ENSG00000163017
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)	Symbol Withdrawn							
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)	Symbol Withdrawn							
HGNC:158	ACTL4	actin-like 4	Entry Withdrawn			3pter-q21				
HGNC:159	ACTL5	actin-like 5	Entry Withdrawn		ACTFIB	21q22.3				
HGNC:24124	ACTL6A	actin like 6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	3q26.33	AK098691	NM_004301	86	ENSG00000136518
HGNC:58683	ACTL6A-AS1	ACTL6A antisense RNA 1	Approved			3q26.33				ENSG00000272660
HGNC:160	ACTL6B	actin like 6B	Approved	ACTL6	BAF53B, SMARCN2	7q22.1	AB015906	NM_016188	51412	ENSG00000077080
HGNC:161	ACTL7A	actin like 7A	Approved			9q31.3	BC014610	NM_006687	10881	ENSG00000187003
HGNC:162	ACTL7B	actin like 7B	Approved		Tact1	9q31.3	BC033789	NM_006686	10880	ENSG00000148156
HGNC:24018	ACTL8	actin like 8	Approved		CT57	1p36.13	AK057339	NM_030812	81569	ENSG00000117148
